customerid,lastname,firstname,areacode,area,birthday,age,sex,totalprice,lastorderdate
E1031199,カヌテチ,ニヤヨコ,5,秋田県,1960/5/25,61,1,1277,2021/6/12
J1031227,ネツ,コキ,23,愛知県,1976/1/20,45,2,28500,2019/6/29
I1031351,アサヒソ,メムニワ,33,岡山県,1952/11/17,68,2,49500,2021/10/16
V1031441,エムチ,フヒマヨ,26,京都府,1941/2/21,80,1,30400,2021/9/20
S1031583,セサ,クノヌ,28,兵庫県,1989/10/21,32,2,22600,2020/10/28
S1031653,ワワ,ヌンヘホ,34,広島県,1938/1/4,83,2,27000,2021/9/11
T1031749,ヨヌメヒ,ホヨケ,27,大阪府,1947/12/4,73,2,28256,2020/10/22
G1031865,チオニコ,ムヌ,17,石川県,1957/11/21,63,1,22752,2021/5/29
K1031975,フフムホ,アホセオ,1,北海道,1988/7/23,33,2,55800,2021/2/15
M1032050,ヲミ,フケハ,26,京都府,1955/8/20,66,2,63758,2021/6/20
N1032184,モセホ,モヨ,38,愛媛県,2006/1/6,15,1,31684,2020/2/3
L1032225,トセス,ヨア,6,山形県,1950/1/4,71,2,59700,2020/5/29
T1032357,ヒスヤ,テオネ,25,滋賀県,1979/9/29,42,2,37631,2021/3/17
E1032486,センイ,ケヲ,11,埼玉県,1977/1/11,44,1,23700,2021/1/6
A1032513,マソヘコ,ヒメヘユ,46,鹿児島県,1963/12/17,57,1,70298,2021/8/20
B1032680,サヤオム,キンノヨ,29,奈良県,1951/4/2,70,1,46800,2021/10/24
J1032747,サテ,ノトカア,29,奈良県,1935/3/4,86,1,95400,2021/9/27
J1032819,フア,ウキ,25,滋賀県,1963/1/13,58,1,43333,2021/2/28
Y1032972,メチセコ,ホム,4,宮城県,1941/9/17,80,1,53036,2021/1/27
L1033065,アオ,ヲト,23,愛知県,1981/5/12,40,1,15900,2020/12/12
W1033137,セサソヤ,ユフウ,18,福井県,1922/3/13,99,1,12700,2020/6/19
D1033242,カタアン,セストモ,14,神奈川県,1993/4/25,28,2,48300,2020/9/3
S1033364,ヌスモユ,ウヤ,16,富山県,1931/3/27,90,2,45600,2021/8/22
B1033460,テワ,ミミフヤ,22,静岡県,1963/11/25,57,1,54100,2021/9/1
U1033591,ケホ,ヲヤ,25,滋賀県,2006/2/3,15,2,2459,2020/2/29
I1033651,ミウ,ハニチオ,23,愛知県,1963/10/27,58,1,41313,2021/10/7
R1033717,ホモ,ニサヨス,47,沖縄県,1988/3/22,33,1,22630,2021/8/31
S1033836,イアモ,ヌナ,1,北海道,1942/2/15,79,1,25100,2020/11/7
I1033998,コフヨカ,ムヲヨ,27,大阪府,1996/12/19,24,1,61204,2021/8/21
B1034091,カムワオ,ンニハ,41,佐賀県,1971/2/2,50,2,1061,2020/9/2
L1034141,エオ,ヤホホテ,29,奈良県,2006/3/15,15,2,47800,2021/7/20
P1034292,チモ,ヘヘテ,33,岡山県,1976/10/12,45,2,7200,2021/8/16
S1034328,ウイヲ,ノアコミ,36,徳島県,1974/11/1,47,1,119200,2021/10/21
Q1034447,ニアフニ,イコユ,37,香川県,1974/6/6,47,1,74832,2021/7/12
S1034585,テニモ,ヘフハサ,31,鳥取県,1960/1/21,61,1,31284,2021/7/5
H1034654,ミスメシ,ケカクナ,34,広島県,1997/12/21,23,2,2436,2020/1/6
A1034717,アノ,ニメニマ,37,香川県,1951/1/25,70,1,29270,2021/8/1
E1034870,ニセテホ,コウタ,35,山口県,1976/1/27,45,1,27230,2020/2/8
Z1034942,ムクコ,ムヘオ,14,神奈川県,1958/3/4,63,2,54200,2021/9/5
W1035043,ウモ,ンカク,20,長野県,1988/12/21,32,1,14400,2019/7/5
S1035177,シチチム,ツナノワ,28,兵庫県,1971/10/3,50,2,78500,2021/10/20
E1035241,キヌイ,ヤヒク,18,福井県,1952/4/4,69,2,50900,2021/10/7
P1035324,エヤソニ,ケヤ,1,北海道,1972/11/5,48,2,32741,2020/8/16
J1035427,ンオ,マヘハ,29,奈良県,2000/3/26,21,1,39200,2020/10/18
T1035558,セヌワ,ムイヨ,12,千葉県,1930/5/5,91,2,69300,2021/7/12
J1035675,ウナ,ママスウ,24,三重県,1927/4/5,94,1,10800,2020/9/18
B1035752,ヨウヲ,ホヨ,40,福岡県,1980/1/20,41,1,75139,2020/8/12
J1035832,ナンタ,トフ,31,鳥取県,1983/11/21,37,1,41202,2021/9/30
G1035983,エナエメ,サチ,32,島根県,1952/2/28,69,2,42400,2019/11/28
D1036028,トア,ツヌ,29,奈良県,1965/11/16,55,1,3800,2019/8/25
U1036138,セオエ,トヘ,20,長野県,1971/1/9,50,1,128200,2021/6/11
Z1036292,ムシユサ,ナヤケ,28,兵庫県,1971/1/16,50,1,51529,2020/2/15
S1036396,ムコウ,ムタハ,12,千葉県,1925/1/25,96,1,46600,2021/10/27
W1036451,オム,サクト,24,三重県,1930/4/6,91,1,73036,2020/12/3
K1036550,トナユ,ミハニ,20,長野県,1973/10/8,48,2,30000,2020/12/3
O1036664,ナワ,ムスシ,20,長野県,1939/7/29,82,1,1672,2020/9/11
T1036725,フミテ,アモ,38,愛媛県,1954/3/18,67,2,46900,2020/9/30
R1036880,サムハコ,ヤヲ,12,千葉県,1959/6/19,62,1,64088,2021/1/26
N1036972,クタ,ユノ,38,愛媛県,2005/5/21,16,1,51200,2021/6/28
P1037015,ヲホ,ネチマ,28,兵庫県,1929/6/25,92,2,57900,2021/11/2
W1037134,テカホ,トネ,7,福島県,1985/2/10,36,1,27239,2021/3/10
Y1037227,サク,ンヲキ,3,岩手県,1997/8/20,24,2,18100,2020/6/18
N1037385,ンワ,トソ,17,石川県,1926/12/6,94,1,1951,2021/4/3
P1037498,ココトカ,スオヌ,2,青森県,1935/2/14,86,1,19486,2021/2/21
E1037521,ンキ,ユンユ,46,鹿児島県,1997/10/13,24,2,89200,2021/3/9
J1037631,ソヒ,ヲムワイ,22,静岡県,1937/3/6,84,2,31461,2020/7/20
L1037725,ツム,オテメ,44,大分県,1985/1/19,36,2,3292,2020/1/29
J1037843,ケニネセ,ムシフモ,10,群馬県,1971/5/22,50,1,27118,2021/7/21
U1037962,ンウハ,コケコ,4,宮城県,2001/8/24,20,1,19281,2020/6/28
T1038011,コトナマ,セヲウ,41,佐賀県,1974/1/8,47,2,25000,2021/9/16
W1038181,スメ,モネメア,8,茨城県,1990/3/21,31,2,3300,2020/4/8
U1038281,コケ,ケスムナ,20,長野県,1982/4/13,39,1,6474,2021/7/5
C1038343,マヌ,フキソ,43,熊本県,1927/9/14,94,2,1524,2020/3/26
T1038426,シカ,ハケ,30,和歌山県,1936/5/6,85,1,48100,2021/5/21
A1038551,ニンヘシ,サヒトテ,3,岩手県,1959/1/24,62,1,65000,2020/6/1
A1038680,カシア,ユヒキニ,39,高知県,1943/10/1,78,1,21571,2020/6/11
N1038723,アヌス,ウメキ,7,福島県,1983/7/31,38,1,72106,2021/10/6
O1038889,アヌサニ,メムワテ,42,長崎県,1942/1/8,79,1,41100,2020/12/30
N1038929,ケタフ,ヤチソ,47,沖縄県,1949/12/13,71,1,59883,2021/8/28
Z1039028,エウソス,オオヲメ,1,北海道,1926/8/28,95,2,10600,2019/11/16
R1039159,コタヌ,ユトカマ,47,沖縄県,1959/3/7,62,2,37233,2021/9/21
E1039217,モキヒハ,ノヤヒカ,37,香川県,1947/12/14,73,2,38600,2020/12/23
W1039381,エテ,ヌシワ,30,和歌山県,1974/4/21,47,2,80966,2021/3/9
M1039445,サナミ,モチ,27,大阪府,1951/8/19,70,2,60900,2021/4/1
F1039529,ウクサ,ヲホアム,12,千葉県,1995/2/20,26,2,28159,2020/12/4
I1039691,スシ,カミ,37,香川県,1943/10/12,78,1,53825,2021/5/5
O1039725,トヤセア,シヨムユ,39,高知県,2001/8/7,20,2,24500,2021/4/14
A1039827,ユエテヤ,チキヘ,36,徳島県,1977/9/9,44,1,33700,2021/5/11
T1039971,サミ,ヤニタノ,15,新潟県,1987/2/14,34,2,34900,2020/10/11
Q1040041,セコハ,スヒ,21,岐阜県,1936/5/17,85,2,86951,2021/10/17
R1040123,カテムム,ヒヒイニ,30,和歌山県,1988/5/12,33,1,1520,2019/9/26
P1040224,ハス,ムヨ,12,千葉県,1949/2/10,72,1,85652,2021/10/21
Z1040399,ワユク,エク,27,大阪府,1958/10/7,63,1,63500,2021/2/24
M1040427,ヌアア,オヤ,31,鳥取県,1934/8/2,87,2,48400,2020/7/27
P1040598,サメア,トヨ,39,高知県,1970/12/3,50,2,48900,2021/1/14
I1040691,ネエ,ノヲケコ,9,栃木県,1936/5/24,85,1,1959,2019/7/15
D1040755,ケヤネス,トタ,30,和歌山県,1955/8/7,66,1,19100,2020/5/19
H1040881,ナト,ミオ,36,徳島県,1951/2/4,70,1,42261,2021/8/11
I1040938,ヤム,ノクカク,30,和歌山県,1962/9/23,59,1,21300,2021/1/25
O1041020,ニツ,クマミ,46,鹿児島県,1957/7/31,64,2,14000,2020/1/6
E1041177,サナナ,オキチヤ,32,島根県,1961/6/7,60,2,33500,2019/3/28
R1041264,タマ,キスヤ,43,熊本県,1947/4/24,74,1,28906,2021/6/29
C1041345,チマムエ,メメサシ,24,三重県,1981/7/17,40,1,14268,2021/6/4
T1041450,モフ,ナノム,8,茨城県,1960/12/14,60,2,34900,2021/8/4
L1041518,チノシ,ネテヘク,46,鹿児島県,1997/8/13,24,1,14600,2019/11/13
Q1041659,セタ,ノテン,9,栃木県,1928/12/19,92,2,42180,2021/5/23
P1041766,フヤキ,ミス,30,和歌山県,1953/11/4,67,1,67700,2021/10/11
A1041838,フヒ,マサ,24,三重県,1928/2/9,93,1,17200,2020/8/8
N1041999,セケメタ,ノチ,12,千葉県,2001/5/9,20,1,65500,2021/8/6
O1042075,テヤミ,カヤ,22,静岡県,1928/7/1,93,2,65800,2021/3/6
Z1042121,シムユ,ユエ,34,広島県,1965/9/1,56,2,22585,2020/8/24
W1042292,フノヲク,イヤシ,23,愛知県,1989/11/22,31,2,24542,2019/7/18
D1042316,ケケクシ,ハンタヒ,39,高知県,1941/5/15,80,1,44900,2021/2/19
U1042419,ケワ,ナホ,29,奈良県,1974/1/5,47,1,18517,2021/5/15
R1042534,メフ,ソケ,44,大分県,2004/5/8,17,2,49100,2020/10/13
U1042653,ヌナヤハ,フトシシ,10,群馬県,1933/4/2,88,1,108663,2021/3/25
D1042712,コヲワモ,シヨ,12,千葉県,1964/1/18,57,2,33833,2021/3/7
H1042871,ツナ,コヲケサ,18,福井県,1952/6/10,69,2,37203,2020/1/18
Q1042958,セハウウ,メチ,39,高知県,1995/2/22,26,2,45200,2021/2/17
U1043058,タセ,オモ,30,和歌山県,1960/1/27,61,2,80004,2021/6/29
K1043155,シフ,フセ,28,兵庫県,1922/12/12,98,2,42500,2021/10/19
T1043249,キマホツ,ヘンソノ,16,富山県,1934/3/1,87,1,37903,2021/5/11
T1043333,アタケ,マホコ,6,山形県,1951/4/1,70,2,59400,2020/4/7
L1043438,タソ,セモヘニ,21,岐阜県,1926/11/10,94,2,51900,2021/9/19
E1043518,ミハ,ネミイテ,45,宮崎県,2003/7/31,18,2,27420,2021/11/1
U1043679,ミモ,ヘン,2,青森県,1938/6/6,83,1,32600,2019/9/7
V1043758,ハア,テタ,29,奈良県,1944/1/9,77,2,17818,2020/10/3
P1043876,マキユ,ニメチ,13,東京都,1931/12/17,89,2,26000,2021/5/22
G1043944,ムシヲキ,メソハヌ,46,鹿児島県,1946/2/9,75,1,21957,2021/1/21
U1044096,メワホ,ヲカア,1,北海道,1975/6/20,46,2,36800,2021/5/3
U1044129,ツニカケ,スヒニ,25,滋賀県,2006/6/18,15,2,38200,2021/4/9
N1044277,ケエツ,クコイヒ,36,徳島県,1948/11/14,72,1,92606,2021/4/5
O1044317,チタカ,マンミ,21,岐阜県,1958/2/7,63,1,75900,2021/5/12
Y1044427,ヘク,キクコヘ,18,福井県,1934/1/23,87,1,73101,2021/8/14
Q1044597,ノン,ノク,36,徳島県,1943/10/29,78,2,34500,2020/10/3
V1044686,ウオ,ケノメシ,3,岩手県,1958/10/3,63,1,43700,2021/2/18
W1044738,フイニコ,ハイア,38,愛媛県,1983/4/16,38,2,105300,2020/9/27
N1044829,アツチ,ヒテ,23,愛知県,1923/12/12,97,1,118029,2020/5/14
O1044948,セニムコ,クアチミ,10,群馬県,1932/11/27,88,1,59000,2020/5/10
G1045095,キムツ,ワエ,35,山口県,1985/12/20,35,2,50400,2021/6/13
U1045133,チモ,キノ,3,岩手県,1938/2/8,83,1,30457,2021/6/23
P1045211,ツナ,ヨヌケ,5,秋田県,1961/6/7,60,1,115600,2021/1/20
J1045344,ヨコ,ウトニオ,39,高知県,1937/10/10,84,2,36700,2021/3/21
C1045419,フウワシ,ホヲムソ,35,山口県,1989/12/21,31,2,8990,2021/10/8
E1045573,ムコハフ,ケハヌ,6,山形県,2003/1/1,18,2,55100,2021/9/13
F1045692,ミエフツ,イスシケ,19,山梨県,1938/12/31,82,1,25900,2021/6/27
Z1045766,ツノメ,エニミ,18,福井県,1997/8/29,24,1,37300,2020/4/9
I1045896,コンソヌ,ソアケ,17,石川県,1998/6/15,23,1,42000,2021/9/3
O1045965,ネヘキト,イヘシヲ,15,新潟県,1969/5/5,52,2,28200,2019/4/28
Q1046064,コモヲア,ヲヲキソ,46,鹿児島県,1987/3/19,34,1,48400,2021/10/28
P1046115,ハヘタユ,メムモ,3,岩手県,1925/1/26,96,1,83200,2021/6/28
Z1046230,ンテシ,ソイム,38,愛媛県,1948/10/19,73,1,24108,2021/6/5
S1046383,ンエ,ケヘホ,36,徳島県,1945/1/29,76,2,65600,2020/12/20
U1046464,セヲコス,チホ,27,大阪府,1971/8/19,50,1,10717,2021/7/21
Z1046593,ウヒヌマ,イシ,46,鹿児島県,1989/5/19,32,2,47300,2021/4/27
E1046643,ワア,ムコ,38,愛媛県,1940/8/10,81,2,59812,2021/4/26
D1046788,ヨワユト,ヒケエヌ,12,千葉県,1945/9/15,76,2,36872,2021/7/26
I1046862,ネワム,カヲワ,35,山口県,1938/4/30,83,1,1915,2019/3/27
C1046910,ノケ,ンアン,45,宮崎県,1979/9/12,42,2,28100,2019/5/18
D1047037,トチ,タイ,7,福島県,1955/6/28,66,2,16700,2019/4/6
F1047134,ユモコヤ,ヒホ,7,福島県,1977/6/20,44,2,25515,2020/3/18
C1047220,ミン,ヒコマ,12,千葉県,1998/4/25,23,2,36000,2021/9/10
Y1047361,ノケ,テミ,47,沖縄県,1999/5/24,22,2,57000,2020/8/13
S1047418,カム,スイナ,21,岐阜県,1985/2/8,36,1,27700,2019/11/4
T1047516,フケヤム,ナヨム,39,高知県,1926/12/18,94,2,38800,2021/4/17
Y1047659,ヘヒナ,エヲ,19,山梨県,2005/3/14,16,2,10457,2020/7/11
Q1047780,ヨワ,トアソフ,15,新潟県,1994/2/11,27,2,37200,2020/11/16
R1047867,モス,イエトニ,19,山梨県,1956/5/30,65,1,65000,2021/9/24
D1047962,スヨ,モユ,22,静岡県,1932/12/11,88,1,66000,2021/2/2
Y1048014,ヘヌ,アニ,1,北海道,1954/5/10,67,2,35000,2021/1/19
X1048189,モトン,エニワ,21,岐阜県,1933/3/4,88,1,63800,2021/4/9
J1048238,シヤ,フシ,2,青森県,1997/3/15,24,2,23200,2020/3/24
Q1048362,ノタコオ,タワ,24,三重県,1946/5/10,75,1,66200,2019/11/20
E1048472,イヌ,エコ,42,長崎県,1972/11/21,48,2,3425,2021/1/9
J1048548,アテエト,ヤハ,6,山形県,1977/12/28,43,2,29093,2021/2/19
A1048655,ヲフイナ,クミ,45,宮崎県,1974/1/23,47,2,46200,2021/7/3
U1048717,ユテキ,アシヌク,39,高知県,1972/6/18,49,2,57666,2021/10/12
J1048883,タイヘツ,ヘソ,25,滋賀県,1987/10/18,34,2,66162,2021/10/10
H1048948,ヘウヒ,ホムヨ,34,広島県,1954/1/4,67,1,30174,2019/8/3
I1049085,イネ,ヌキニ,37,香川県,1990/2/13,31,1,19500,2019/3/27
T1049196,テヌヤヘ,スモメク,40,福岡県,2005/1/3,16,2,42700,2021/10/16
W1049250,ホヲ,サケ,2,青森県,1933/7/26,88,2,46100,2021/9/20
E1049395,ホアシ,ネネ,35,山口県,1929/11/28,91,1,16300,2020/8/10
Y1049488,ヌマ,ネス,26,京都府,1977/6/3,44,1,30300,2021/7/9
E1049563,コケ,ヌウヲ,43,熊本県,1947/2/21,74,1,64297,2021/9/9
O1049678,ソヌト,モヨフ,29,奈良県,1935/4/4,86,2,50700,2021/9/17
S1049713,ホヘサ,テワタソ,30,和歌山県,1932/3/13,89,1,25469,2020/8/25
Z1049891,カコソソ,ワモハユ,37,香川県,1982/7/2,39,1,45795,2021/9/27
V1049911,ウクフエ,オイネ,35,山口県,1991/3/20,30,2,61400,2021/10/31
W1050039,スホ,スヒカ,22,静岡県,1926/10/27,95,1,30821,2021/10/9
P1050184,ヲメト,ムヘス,33,岡山県,1931/3/28,90,1,15600,2020/12/28
Z1050255,ケモノソ,モヨ,34,広島県,1981/5/22,40,1,719,2021/8/30
W1050372,セマヘ,ナマコ,27,大阪府,2005/7/19,16,2,90536,2021/5/19
I1050496,トヤユワ,ステチ,15,新潟県,1940/6/20,81,1,61931,2021/8/5
H1050555,ムテエイ,シツモ,45,宮崎県,1922/11/15,98,1,77466,2021/5/12
E1050681,イシ,ヌヌハ,36,徳島県,1944/7/17,77,1,11200,2020/4/2
S1050721,アノホメ,チスモヲ,15,新潟県,1936/4/11,85,1,15251,2020/9/8
F1050855,ナクク,フマヌサ,46,鹿児島県,1949/3/26,72,2,82000,2021/9/25
R1050949,ニトヤチ,ソカチ,46,鹿児島県,1956/8/8,65,1,59800,2020/10/15
H1051035,ケイ,ケオ,34,広島県,1949/11/13,71,1,55700,2021/7/23
N1051114,カサヒヘ,ワケシヨ,36,徳島県,1989/4/12,32,1,35200,2021/8/18
L1051277,ハネ,ニヘコイ,46,鹿児島県,1987/5/31,34,1,56500,2021/4/18
J1051357,タケ,ムス,14,神奈川県,1994/2/21,27,1,29919,2021/1/30
Y1051416,ヤオアユ,チテ,42,長崎県,1968/10/5,53,2,10200,2020/3/31
F1051522,ヘクナ,ナフス,25,滋賀県,1977/4/13,44,2,66000,2020/1/28
T1051689,マホム,フン,43,熊本県,1958/1/2,63,2,59381,2021/6/15
E1051770,フスヌワ,ハンスネ,27,大阪府,1971/1/31,50,1,56200,2021/8/30
R1051886,ソユ,エムマヤ,42,長崎県,1940/4/1,81,2,22700,2021/8/6
S1051928,ヨヨヲ,ネマチケ,30,和歌山県,1984/8/28,37,2,18300,2021/3/12
F1052099,ササネツ,チムホ,4,宮城県,1976/10/1,45,1,49393,2021/5/30
M1052118,ノセ,ケツ,39,高知県,1955/11/1,66,1,43800,2020/10/29
G1052291,ケメヤウ,イマ,42,長崎県,1968/2/7,53,1,10463,2020/3/3
M1052364,ユヌワヒ,タタメ,40,福岡県,1932/10/21,89,2,25900,2020/3/18
G1052492,ウメシヲ,ワネナ,32,島根県,1971/4/26,50,1,74600,2021/8/26
R1052564,ミテ,ヤクオワ,22,静岡県,1928/5/6,93,1,65900,2021/5/10
F1052662,タサ,モヒ,41,佐賀県,2003/5/9,18,1,61200,2021/6/18
L1052750,キセタ,ククナ,45,宮崎県,1962/11/1,59,2,27000,2019/10/23
C1052871,ミアメ,テヤ,7,福島県,1924/9/21,97,1,24429,2019/12/26
I1052999,チア,ケコエヒ,2,青森県,1967/6/11,54,1,51700,2021/4/12
A1053096,キソタケ,ウネセキ,17,石川県,1990/1/15,31,2,56100,2021/9/7
N1053117,スカタ,キネンウ,10,群馬県,1974/7/19,47,2,50400,2020/11/27
L1053248,クナ,フエカテ,34,広島県,1960/2/21,61,2,13483,2021/6/7
O1053372,ツハカン,テホ,30,和歌山県,1998/3/12,23,1,1900,2019/12/15
V1053463,コチメ,メハス,36,徳島県,1939/10/10,82,2,48300,2020/6/11
X1053538,オサホ,ニコ,18,福井県,1951/4/3,70,2,34577,2021/10/16
N1053655,テヨク,ヨミホヘ,5,秋田県,1938/4/16,83,1,4194,2020/2/9
F1053746,ホオヒヘ,エシヘテ,21,岐阜県,1996/11/25,24,2,60862,2021/9/25
F1053849,ヘヘス,トオ,43,熊本県,1926/5/17,95,1,85600,2020/12/2
W1053999,ンンワニ,ケヌス,29,奈良県,1995/10/15,26,1,41274,2020/12/1
H1054018,ノノテウ,ムアン,1,北海道,1963/2/9,58,1,59900,2021/5/2
U1054145,ネメテミ,キニユ,5,秋田県,1972/12/20,48,1,40200,2020/10/9
R1054281,ヲヨ,ヌノ,32,島根県,1954/5/14,67,1,20700,2020/12/13
Y1054375,ヲケサヌ,ニヲ,16,富山県,1999/3/13,22,2,29600,2021/5/13
R1054489,チヘエマ,ノトケ,11,埼玉県,1987/1/25,34,2,25907,2021/6/19
P1054592,サヲワ,クナサチ,6,山形県,1939/11/11,81,2,3100,2019/10/17
T1054673,ソウチツ,コトム,37,香川県,1926/4/27,95,1,11038,2021/5/20
B1054773,カソ,ノタ,29,奈良県,1988/8/15,33,1,44613,2021/2/14
E1054835,ケムハツ,アメ,18,福井県,1958/11/18,62,1,1419,2020/8/29
S1054964,セソサニ,イタソセ,20,長野県,1993/4/17,28,2,69900,2021/8/6
O1055083,ケコ,ウヘカカ,34,広島県,1956/11/22,64,2,29500,2021/4/15
P1055161,ヲオエア,フヨ,12,千葉県,1930/7/24,91,1,83066,2021/8/3
S1055276,カワ,クフハ,9,栃木県,1999/5/22,22,2,61000,2021/2/18
J1055394,ヲトミ,サムモ,36,徳島県,2001/7/14,20,2,61800,2021/4/4
L1055456,ホウエナ,ンテム,16,富山県,1948/7/11,73,2,62000,2021/4/28
G1055536,エヒ,ムイ,10,群馬県,1943/3/11,78,1,70500,2021/6/24
N1055663,マトキ,ホワサフ,7,福島県,1975/3/14,46,2,60100,2021/9/16
D1055791,ワヘ,マハ,41,佐賀県,1972/12/15,48,1,29618,2021/3/10
N1055836,ニケ,モケ,25,滋賀県,1950/2/26,71,2,23700,2019/5/2
R1055971,キツ,ムエアア,37,香川県,1924/9/22,97,1,43700,2020/8/28
M1056051,ネメ,サナナ,1,北海道,1923/8/16,98,2,62100,2021/4/14
O1056174,モコマタ,ケウウ,30,和歌山県,2003/8/2,18,2,49353,2021/8/21
K1056223,ノシウ,ツアヘナ,4,宮城県,1974/12/5,46,1,9555,2020/6/14
C1056320,テテメ,ヲカト,3,岩手県,1982/11/7,38,2,27200,2020/8/17
L1056419,ワアユク,ヤノキヘ,20,長野県,1931/1/11,90,1,74200,2020/12/8
Z1056586,ケチモ,ヤユ,35,山口県,1962/4/10,59,2,14600,2021/2/16
Y1056628,フムハ,ワホミア,24,三重県,1935/7/28,86,2,20200,2019/10/8
C1056726,ハマヲ,ケセ,46,鹿児島県,1939/3/24,82,2,17900,2019/4/11
Y1056899,ハイ,タン,16,富山県,1984/6/17,37,1,40500,2019/10/27
Q1056961,マイコ,ユタヤセ,31,鳥取県,1957/1/12,64,1,35500,2020/7/27
L1057062,ヨヌノ,ソネミ,46,鹿児島県,1983/2/28,38,2,5200,2019/12/3
T1057195,セウメ,エフス,3,岩手県,1975/2/26,46,2,62740,2020/4/3
B1057215,ナヲチコ,ニミ,2,青森県,1960/5/26,61,2,31748,2021/3/3
W1057347,セヘマヘ,ウヒ,31,鳥取県,1988/8/18,33,2,21606,2020/10/23
Q1057498,フテソセ,ウマホ,14,神奈川県,1973/12/12,47,2,94602,2021/10/12
C1057524,ヲカホ,チミメ,13,東京都,1974/6/5,47,1,31400,2021/7/21
L1057694,セホクソ,ヨカ,25,滋賀県,1977/8/25,44,1,38600,2020/5/29
E1057769,フヌツモ,クヤア,24,三重県,1997/6/10,24,2,30100,2021/2/21
W1057878,ノヨナ,ニソ,24,三重県,2002/1/17,19,2,49100,2020/5/18
S1057933,ネウコ,オケ,27,大阪府,1993/4/1,28,2,19300,2020/4/30
O1058093,ニヌヌマ,ワコタ,40,福岡県,1922/3/12,99,2,65100,2020/12/25
O1058128,ハメ,ネタシイ,33,岡山県,1931/12/17,89,1,104900,2021/9/20
T1058248,チス,ヒム,16,富山県,1932/2/20,89,1,28100,2020/8/7
C1058387,ユヲス,ノム,45,宮崎県,2002/4/9,19,2,10278,2021/9/29
F1058468,ナヤ,ナメム,1,北海道,1933/6/26,88,1,24300,2020/6/13
J1058583,ヨメ,シヨホカ,19,山梨県,1998/9/4,23,2,39000,2019/5/31
Z1058652,ワニミハ,ケヨ,41,佐賀県,1933/6/29,88,2,26757,2021/8/19
B1058799,テフスウ,エソ,39,高知県,1932/3/26,89,2,52740,2021/2/12
V1058858,ナカイ,トウエト,11,埼玉県,1981/2/11,40,1,51700,2021/4/2
Q1058975,セウサ,ヘスユユ,45,宮崎県,1964/10/7,57,2,44000,2021/9/6
B1059017,イサエチ,タコユ,33,岡山県,1960/10/9,61,1,50300,2021/1/19
Z1059194,クヨキ,ウム,37,香川県,1942/12/20,78,2,46030,2020/11/8
J1059298,ハヒテイ,キヌ,41,佐賀県,1948/3/8,73,1,55300,2020/10/9
F1059399,チオチヘ,ソユ,41,佐賀県,1939/9/17,82,2,50100,2021/10/8
Q1059454,テヤサ,ヲマコ,10,群馬県,1954/6/11,67,2,44517,2021/2/1
E1059537,セメヲワ,ヤサモ,41,佐賀県,1967/3/3,54,2,44295,2021/1/23
I1059678,コテヌ,マフヲソ,27,大阪府,1983/2/25,38,2,40200,2020/3/24
X1059783,ナサ,コヌユサ,3,岩手県,1926/8/27,95,2,34288,2021/10/5
X1059810,サモメ,チコシノ,28,兵庫県,1993/10/13,28,1,38636,2021/11/1
X1059946,イヨセン,ムミシク,34,広島県,1975/6/19,46,2,55232,2021/10/26
R1060071,ノヒヘ,フオ,45,宮崎県,1941/9/10,80,1,19914,2021/7/30
Q1060124,ウアマ,ネオノ,6,山形県,1922/9/9,99,1,22406,2021/8/15
U1060260,ワノヌシ,スミ,43,熊本県,1980/8/22,41,2,66776,2021/7/12
O1060378,ネヤンシ,ニサセ,43,熊本県,2003/10/12,18,2,20100,2021/4/28
Z1060431,クマホ,チイ,47,沖縄県,1926/11/1,95,2,28016,2019/12/20
M1060576,アミメ,スクツヘ,19,山梨県,1926/8/14,95,1,33700,2021/6/26
S1060611,ニシモ,ミキメワ,45,宮崎県,1973/1/5,48,2,23800,2021/7/29
W1060777,スヘケハ,ソフヘネ,20,長野県,1958/9/24,63,1,50300,2021/5/20
Y1060839,ホユ,トフ,31,鳥取県,1983/12/8,37,1,28964,2021/5/17
Q1060926,マカトオ,ミエンタ,41,佐賀県,1934/3/22,87,2,14700,2020/12/23
Q1061034,オソヘヒ,タモヌア,34,広島県,1976/12/28,44,2,71900,2020/7/28
E1061113,セソオス,クミホ,41,佐賀県,1953/6/20,68,1,28800,2020/1/21
M1061240,アナハシ,ソヨム,38,愛媛県,1976/6/19,45,1,92700,2021/10/16
C1061391,ワヘ,ウヤ,45,宮崎県,1995/9/27,26,1,18411,2020/1/14
X1061495,ヤクムヘ,ユホ,25,滋賀県,1975/8/7,46,1,62511,2020/11/10
N1061521,オス,ヲムサヲ,3,岩手県,1973/10/12,48,1,58200,2021/6/20
X1061684,ヘオ,ナケナソ,9,栃木県,2005/4/13,16,1,83200,2020/8/17
